"KHz","ID","Type","Active","LSB","USB","Sec","Fmt","'Name' and Location","SP","ITU","Region","GSQ","Lat","Lon","Pwr","Notes","Heard In","Logs","First Logged","Last Logged"
203,"AB","NDB","Y","1034","1034","6.043","","'Reney'  Aberdeen","SD","USA","na","EN05uj","45.3958","-98.2917","25","","AB  AZ  BC  CA  CO  IL  MI  MN  MO  MT  NC  NE  NV  OH  OR  PA  TN  TX  WI","181","2003-03-29","2026-05-24"
203,"YBL","NDB","Y","381","379","10.480","DAID","Campbell River","BC","CAN","na","CO70ha","50.0208","-125.375","","","AB  AZ  BC  CA  CO  IL  MO  MT  NC  NE  NS  NV  OH  OR  PA  TX  UT  WA  YT","421","1989-02-27","2026-05-25"
203,"ZKI","NDB","Y","","399","10.12","DAID","Kitimat","BC","CAN","na","CO54pb","54.0625","-128.708","","","AB  AZ  BC  CA  CO  IL  MN  MO  MT  NC  NE  NS  NV  OH  OR  PA  TX  UT  WA  WI  YT  HI","446","1989-02-03","2026-05-25"
204,"GB","NDB","Y","1016","1019","8.60","","'Plazz'  Buffalo","NY","USA","na","FN02ou","42.8542","-78.7917","","Greater Buffalo Airport","AB  CO  IL  MA  ME  MI  MO  NC  NH  NS  NY  OH  ON  PA  QC  TX  VA  VT  WI","396","1995-07-30","2025-12-27"
204,"MD","NDB","Y","1040","1037","6.004","","&#039;Enola&#039;  Harrisburg","PA","USA","na","FN10nf","40.2292","-76.875","","NAV ILS RWY 13 ENOLA LOM U/S 2601081509-2607082000EST","DEU  CO  IL  MD  ME  MI  NC  NH  NJ  NS  NY  OH  ON  PA  TX  VA  VT","131","2003-11-05","2025-11-10"
204,"YFY","NDB","Y","403","402","10.08","DAID","Forbay - Iqaluit","NU","CAN","na","FP53rr","63.7292","-68.5417","1500","","DEU  ENG  FIN  HOL  NOR  SCT  SWE  AB  AZ  BC  CA  CO  IA  IL  IN  MA  ME  MI  MN  MO  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  PE  QC  TX  UT  VA  VT  WA  WI","358","1988-10-10","2026-02-22"
205,"AAQ","NDB","Y","1040","1040","7.60","","Araraquara (SP)","","BRA","sa","GG58we","-21.8125","-48.125","1000","","BRA  IL  NS","32","1997-05-29","2022-01-27"
205,"GM","NDB","Y","1040","1037","5.897","","'Wilze' Wilmington","NC","USA","na","FM14ci","34.3542","-77.7917","","","DEU  CO  FL  IL  MA  MI  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  SC  TN  TX  VA","186","2007-05-15","2026-02-21"
205,"MXN","NDB","Y","1018","1020","8.1","ID+4"" gap","Maxaranguape","","BRA","sa","HI24fo","-5.3958","-35.5417","","","ENG  ESP  FRA  BRA  IL  NS  PA  TX","27","2016-12-11","2025-12-18"
205,"YEU","NDB","Y","","408","10.65","","Eureka","NU","CAN","na","EQ79bx","79.9792","-85.875","","","DEU  ENG  FIN  HOL  NOR  RUS  SCT  SWE  IL  NS  OH  ON  PA  TX","65","2003-01-04","2025-12-27"
205,"YRQ","NDB","Y","","389","10.53","DAID","Trois Rivieres","QC","CAN","na","FN36qi","46.3542","-72.625","25","","AZ  BC  CA  IL  IN  MA  MD  ME  MI  MN  MO  NB  NC  NH  NJ  NS  NY  OH  ON  PA  PE  QC  TX  VA  VT  WI","361","2000-12-06","2026-05-23"
206,"AP","NDB","Y","1019","1020","8.60","","'Felps'  Alpena","MI","USA","na","EN84fx","44.9792","-83.5417","","","CO  IL  MI  MN  MO  NC  NE  NH  NS  NY  OH  ON  PA  QC  TX  UT  VA  WI","249","2002-01-02","2025-11-17"
209,"GF","NDB","Y","1021","1017","8.60","","'Ganse'  Glens Falls","NY","USA","na","FN33gg","43.2708","-73.4583","","","AZ  IL  MA  ME  MI  NC  NH  NJ  NS  NY  OH  ON  PA  QC  TX  VA  VT","184","2004-10-07","2026-05-22"
209,"ITR","NDB","Y","1013","1023","7.99","","'Kit Carson'  Burlington","CO","USA","na","DM89uf","39.2292","-102.292","25","","AB  AZ  BC  CA  CO  IL  KS  MI  MN  MO  MT  NC  NE  NM  NS  NV  OH  ON  OR  PA  TN  TX  UT  WA  WI","468","2003-01-28","2026-06-20"
209,"MJ","NDB","Y","1018","1020","8.6","","Lawrence Corner","NH","USA","na","FN42fu","42.8542","-71.5417","","","AZ  IL  MA  ME  NC  NH  NS  NY  OH  ON  PA  VT","87","2005-07-11","2026-05-22"
209,"MT","NDB","Y","416","410","10.3","DAID","'Chiboo'  Chibougamau  (Chapais)","QC","CAN","na","FN29st","49.8125","-74.4583","500","","DEU  ENG  ESP  FIN  FRA  HOL  SCT  AZ  BC  CA  CO  CT  FL  IA  IL  IN  LA  MA  MD  ME  MI  MN  MO  NB  NC  NE  NH  NJ  NL  NS  NY  OH  ON  OR  PA  PE  QC  RI  SC  TN  TX  VA  VT  WA","839","1999-10-23","2026-05-24"
210,"ARX","NDB","Y","1016","1005","7.1","","Araxa (MG)","","BRA","sa","GH60mk","-19.5625","-46.9583","200","","ESP  BRA  NS","32","2002-06-27","2022-08-07"
211,"AN","NDB","Y","1038","1042","7.702","","'Bogga'  Anniston","AL","USA","na","EM73am","33.5208","-85.9583","25","","AZ  CO  FL  IL  IN  KS  MI  MO  MS  NC  NE  NH  OH  ON  OR  PA  SC  TN  TX  VA  WI","255","1998-03-12","2026-01-08"
212,"CGL","NDB","Y","1040","1035","8.5","","Coghlan Island","AK","ALS","na","CO28pi","58.3542","-134.708","","","AB  AK  BC  CA  OR  TX  WA  YT","174","2004-03-18","2026-05-24"
212,"HP","NDB","Y","1029","1041","6.207","","'Anger'  Hammond","LA","USA","na","EM40so","30.6042","-90.4583","","","AZ  CO  IL  LA  MI  MN  MO  MS  NC  NE  OH  PA  TN  TX","85","1997-01-20","2026-01-12"
212,"UC","NDB","Y","1032","1035","6.045","","'Obion'  Union City","TN","USA","na","EM56mh","36.3125","-88.9583","25","Has been mis-keying off and on as TUC - Jan 30, 2021","AZ  BC  CO  IL  IN  KS  MI  MN  MO  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  SC  TN  TX  VA  WI","340","2003-01-28","2026-05-25"
212,"VP","NDB","Y","1033","1040","6.154","","'Sedly'  Valparaiso","IN","USA","na","EN61nk","41.4375","-86.875","","","CO  IA  IL  IN  MI  MN  MO  NC  NE  NH  NS  NY  OH  ON  PA  QC  SC  TN  TX  VA  WI","224","1996-12-28","2026-05-22"
212,"YGX","NDB","Y","412","411","10.253","DAID","Gillam","MB","CAN","na","EO26pi","56.3542","-94.7083","","","ENG  FIN  HOL  SCT  SWE  AB  AZ  BC  CA  CO  IA  IL  IN  KS  MI  MN  MO  MT  NC  NE  NH  NS  NV  NY  OH  ON  OR  PA  QC  TN  TX  UT  VA  VT  WA  WI  HI","653","1998-01-18","2026-05-25"
214,"DA","NDB","Y","","408","10.12","","Dawson","YT","CAN","na","CP04ja","64.0208","-139.208","","","SWE  AB  AK  AZ  BC  OR  TX  WA  YT  HI","46","2002-12-31","2026-05-24"
214,"YIO","NDB","Y","399","399","10.08","DAID","Pond Inlet","NU","CAN","na","FQ12aq","72.6875","-77.9583","25","","CZE  DEU  DNK  ENG  FIN  FRA  HOL  IRL  ISL  LVA  NOR  RUS  SCT  SWE  AZ  BC  CA  CO  IL  MA  MI  MN  MO  NC  NE  NS  NY  OH  ON  OR  PA  TX  VA  WA","544","1999-10-09","2026-02-21"
215,"CSZ","NDB","Y","1030","1015","5.84","","'Crossroads'  Athens","TX","USA","na","EM22ab","32.0625","-95.9583","25","20160418 Doug Springfield reports it is mis-keying","AZ  CA  CO  IL  LA  MI  MO  NC  NE  NJ  OH  OR  TX","149","2002-11-19","2026-05-24"
215,"YTR","NDB","Y","1045","1008","8.60","DAID","Trenton","ON","CAN","na","FN14he","44.1875","-77.375","25","","AZ  CO  CT  IL  IN  MA  MD  MI  MN  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  QC  TN  TX  VA  VT  WI","469","2000-11-18","2026-05-23"
216,"CO","NDB","Y","1039","1050","5.94","","'Epsom'  Concord","NH","USA","na","FN43gc","43.1042","-71.4583","","","AZ  IL  MA  NC  NH  NS  NY  OH  ON  PA  TX  VA  VT","102","2004-12-31","2026-05-22"
216,"RMC","Other","Y","","","","","Monte Carlo","","MCO","eu","","","","","43 47 34 N, 6 09 59 E  JN33bt","ON","2","2019-09-24","2019-10-08"
218,"PR","NDB","Y","","408","10.2","DAID","Prince Rupert","BC","CAN","na","CO44sg","54.2708","-130.458","500","124' vert","AZ  AB  AK  AZ  BC  CA  CO  IL  MO  MT  NE  NV  OR  TN  TX  UT  WA  YT  HI","528","2000-10-10","2026-05-25"
218,"YUY","NDB","Y","415","409","10.23","ID+4"" tone","Rouyn","QC","CAN","na","FN08me","48.1875","-78.9583","500","","DEU  ENG  ESP  FIN  FRA  HOL  SCT  AZ  BC  CA  CO  CT  FL  IA  IL  IN  KS  MA  MD  ME  MI  MN  MO  NB  NC  NE  NH  NJ  NL  NS  NY  OH  ON  OR  PA  PE  QC  RI  SC  TN  TX  VA  VT  WI  WV","781","1999-06-03","2026-05-23"
218,"YXP","NDB","Y","","411","10.33","DAID","Pangnirtung","NU","CAN","na","FP76dd","66.1458","-65.7083","","","ENG  FIN  HOL  ISL  SCT  SWE  CO  GRL  IL  NE  NH  NS  OH","40","2004-12-29","2025-12-21"
219,"AY","NDB","Y","1034","1029","6.012","","'Wiket'  Waycross","GA","USA","na","EM81th","31.3125","-82.375","","","SCT  AZ  CA  CO  FL  IL  MA  MD  MI  MO  MS  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  SC  TN  TX  VA","254","2000-01-14","2026-01-28"
219,"TO","NDB","Y","1033","1037","5.78","","'Tophr'  Toledo","OH","USA","na","EN81an","41.5625","-83.9583","","","CO  IL  IN  MI  MO  NC  NE  NH  NS  NY  OH  ON  PA  TX  WI","142","2000-11-19","2026-02-12"
219,"VP","NDB","Y","","","","","UNID","","XUN","xx","","","","","Reported in CLE311","MI","1","2024-12-30","2024-12-30"
221,"BO","NDB","Y","1044","1041","7.891","","'Booie'  Bristol  (Johnston-Kingsport)","TN","USA","na","EM86sj","36.3958","-82.4583","","","CA  CO  GA  IL  IN  MI  MO  NC  NE  NH  NS  NY  OH  ON  OR  PA  SC  TN  TX  VA","231","2001-02-07","2026-02-21"
221,"DYO","NDB","Y","1033","1035","8.24","","'Smuto'  Rutland","VT","USA","na","FN33mq","43.6875","-72.9583","","2018 10 17 - John Collins reports it is on but quite weak","AZ  IL  MA  MO  NC  NH  NS  NY  OH  ON  PA  QC  TX  VA  VT","133","2004-04-14","2026-05-22"
221,"RP","NDB","Y","399","400","7.927","","'Wickr' Rice Lake Airport, Carl's Field","WI","USA","na","EN45ch","45.3125","-91.7917","","Positive ID by Bill Hohnstein K&Oslash;HA","AZ  BC  CO  IA  IL  IN  ME  MI  MN  MO  NC  NE  NH  NS  NY  OH  ON  OR  PA  TN  TX  VA  WI","248","2005-09-23","2026-05-24"
221,"YAS","NDB","Y","","408","10.39","ID+4"" tone","Kangirsuk","QC","CAN","na","FP40xa","60.0208","-70.0417","500","","DEU  ENG  FIN  HOL  ISL  NOR  SCT  SWE  BC  CO  GRL  IL  MA  MI  MN  MO  NB  NC  NE  NH  NS  NY  OH  ON  OR  PA  PE  QC  RI  TX  VA  VT  WI","232","2001-02-05","2026-02-22"
223,"MW","NDB","Y","1038","1036","4.3","","'Onida'  Franklin","OH","USA","na","EM79un","39.5625","-84.2917","","Every source checked for this beacon gives a different town:  Middletown,  Franklin,  and Dayton (Wright Bros Apt)(not Wright-Pat AFB).  It maps in Franklin.","AZ  CO  IL  IN  MI  MN  MO  NB  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  SC  TN  TX  VA  WI","291","1995-11-12","2026-03-15"
224,"BH","NDB","Y","1043","1035","6.104","","'Mc Den'  Birmingham","AL","USA","na","EM63nm","33.5208","-86.875","400","","AL  AZ  BC  CA  CO  FL  IA  IL  IN  KS  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  WA  WI","553","1996-09-13","2026-05-25"
224,"BK","NDB","Y","","402","10.079","DAID","Baker Lake","NU","CAN","na","EP14xh","64.3125","-96.0417","1000","2011-01-14 -- Province changed from NT to NU (Dick Palmer)","ENG  FIN  ISL  NOR  SWE  AB  AZ  BC  CA  CO  IL  MI  MN  MO  MT  NC  NE  NH  NS  NV  NY  OH  ON  OR  PA  QC  TN  TX  UT  VA  VT  WA  WI  YT","256","1999-12-16","2026-02-22"
225,"POLSKIE","Other","Y","","","","","Solec Kujawski","","POL","eu","JO93da","53.0208","18.2917","","53 01 13 N / 018 15 44 E","ON","3","2019-10-13","2020-12-19"
225,"SS","NDB","Y","","981","15","","UNID","","XUN","xx","","","","","SS SS or sometimes SS SH each 15 seconds. Also logged back in 2013 as UNID SH with -1014 offset","BC  WA","2","2015-04-27","2020-02-04"
225,"X5","NDB","Y","","400","10.382","DAID","Vegreville","AB","CAN","na","DO33xm","53.5208","-112.042","25","","AB  AZ  BC  CA  CO  IL  MN  MO  MT  NC  NE  NV  OH  ON  OR  TX  UT  WA","238","1988-12-18","2026-05-24"
225,"XAA","NDB","Y","1022","1020","5.37","","Kent","TX","USA","na","DM71va","31.0208","-104.208","","Rancho Del Cielo (Private airport)","AZ  CA  CO  IL  NE  OH  TX","27","2019-10-12","2025-12-21"
225,"YIK","NDB","Y","","410","10.1","DAID","Ivujivik","QC","CAN","na","FP12aj","62.3958","-77.9583","100","","ENG  FIN  NOR  SCT  SWE  AB  AZ  BC  CA  CO  GRL  IL  MI  MN  MO  NE  NJ  NS  NY  OH  ON  OR  PA  TX","128","1988-10-31","2026-05-24"
226,"KK","NDB","Y","1038","1039","8.40","","Kerikeri","NI","NZL","oc","RF64wr","-35.2708","173.875","125","","NCL  NFK  NI  NW  QD  SA  SI  TA  VI  OR  HI","117","2005-11-17","2025-03-07"
227,"BK","NDB","Y","1150","1149","10.47","","Ningbo","","CHN","as","PL09pv","29.8958","121.292","","","CHN  KOR  THA  TWN  FIN  NOR  SWE  CA  HI","19","2008-02-24","2022-01-13"
227,"FZ","NDB","Y","1017","1020","8.600","","'Eaves'  St. Louis","MO","USA","na","EM48rq","38.6875","-90.5417","","","AZ  BC  CA  CO  IA  IL  IN  KS  MI  MN  MO  NC  NE  NH  NS  NY  OH  ON  OR  PA  SC  TN  TX  VA  WI","284","1999-09-30","2026-05-22"
227,"GW","NDB","Y","1036","1036","7.92","","'Aubon' De Kalb County, Auburn","IN","USA","na","EN71mh","41.3125","-84.9583","25","Positive ID by Bill Hohnstein  KÃ˜HA - for the record, here's what others found when trying to track this one down:
'From the west' (Dave Tomasko, 2005-03-18)
'SE from Chicago, Daytimer' (Joe Mann, 2005-03-06)
'must be in my backyard. It's quite loud in broad daylight, totally obliterating SQ in Connersville, Indiana. GW rivals GR-263 (Grand Rapids, MI) and SB-341 (South Bend, Indiana) in strength. Both are about 50 miles away from me. I'd say GW is definitely in southwestern Michigan, northern Indiana, or northwestern Ohio' (Andy Robins, 2005-03-18)","AZ  CO  IA  IL  IN  KS  MI  MN  MO  NB  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  WA  WI","360","2005-03-18","2026-05-22"
227,"SQ","NDB","Y","1039","1038","5.876","","'Pnthr'  Connersville","IN","USA","na","EM79ks","39.7708","-85.125","25","","CO  FL  IL  IN  MI  MN  MO  NC  NE  NH  NS  NY  OH  ON  OR  PA  SC  TN  TX  VA  WI","279","1999-12-27","2026-03-18"
227,"TNZ","NDB","Y","1034","1040","6.05","","'Lawrence Co.'  Walnut Ridge","AR","USA","na","EM46me","36.1875","-90.9583","25","","AB  AZ  BC  CA  CO  FL  IA  IL  KS  LA  MA  MI  MN  MO  MS  NC  NE  NH  NS  OH  OK  ON  OR  PA  SC  TN  TX  VA  WI","323","1997-10-19","2026-02-09"
227,"UZ","NDB","Y","1031","1040","5.87","","'Rally'  Rock Hill","SC","USA","na","EM94lv","34.8958","-81.0417","25","","AZ  CO  FL  IL  IN  MA  MD  MI  MO  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  SC  TN  TX  VA","180","2001-02-03","2026-02-09"
229,"1M","NDB","Y","1060","","8.287","DAID","Hibernia Platform, Offshore","","XON","iw","GN56os","46.7708","-48.7917","","","ME  NB  NC  NL  NS  NY  RI","21","2001-12-15","2021-02-10"
230,"AP","NDB","Y","1034","1037","8.37","","Taupo","NI","NZL","oc","RF81ag","-38.7292","176.042","125","","AT  NCL  NFK  NI  NW  QD  SA  SI  TA  VI  OR  HI","127","2005-09-24","2025-10-30"
230,"AQE","NDB","Y","1033","1023","7.620","","'Alwood'  Greenville","NC","USA","na","FM15hq","35.6875","-77.375","","","AZ  CO  FL  IL  IN  MA  MD  ME  MI  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  QC  SC  TN  TX  VA  VT  WI","339","2001-02-03","2026-03-15"
230,"BNZ","NDB","Y","1036","1040","7.77","","Abbeville","LA","USA","na","EL39wx","29.9792","-92.125","25","","AZ  CA  CO  FL  IL  KS  LA  MI  MN  MO  NC  NE  NS  NV  OH  OR  PA  TN  TX  VA  WI","253","2007-10-13","2026-05-25"
230,"BU","NDB","Y","1026","1025","8.1","","'Boutn'  Columbus","OH","USA","na","EM89jt","39.8125","-83.2083","","","AZ  CA  CO  CT  IL  IN  MA  MD  MI  MN  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  SC  TN  TX  VA  VT  WI","360","1996-01-21","2026-03-18"
230,"CPG","NDB","Y","1056","1056","7.63","","Campina Grande","","BRA","sa","HI22br","-7.2708","-35.875","","","BRA  NC","6","2002-06-27","2018-08-17"
230,"TBT","NDB","Y","1029","1028","8.6","","Tabatinga","","BRA","sa","FI55as","-4.2292","-69.9583","","","BRA  AZ  CO  IL  NC  NH  NS  OH  PA  TX","41","2002-06-27","2024-02-16"
231,"BU","NDB","Y","1027","1024","8.60","","'Klump'  Buffalo","NY","USA","na","FN03qa","43.0208","-78.625","","","CO  IL  MA  MI  MO  NC  NH  NJ  NS  NY  OH  ON  PA  QC  SC  TN  TX  VA  WI","287","1995-07-30","2025-12-28"
233,"AG","NDB","Y","1041","1030","6.043","","'Bushe'  Augusta","GA","USA","na","EM93ag","33.2708","-81.9583","","","CO  FL  GA  IL  MI  MO  MS  NC  NE  NH  NY  OH  ON  PA  SC  TN  TX  VA","117","1999-10-24","2026-01-28"
233,"ALJ","NDB","Y","409","400","8.482","","Orca Bay - Hinchinbrook Island","AK","ALS","na","BP60ql","60.4792","-146.625","1000","65 foot 3 wire T  /// Name correction to Orca Bay - Hinchinbrook Island October 24, 2022","FIN  NOR  SWE  AB  AK  AZ  BC  CA  CO  IL  MT  NE  NV  OH  OR  TX  UT  WA  YT  HI","1049","2004-04-25","2026-05-25"
233,"AYE","NDB","Y","403","397","8.12","","Ayers Rock","NN","AUS","oc","PG54lt","-25.1875","130.958","50","","NFK  NI  NN  NW  QD  SA  TA  VI  WE  CA","212","2007-08-15","2025-08-08"
233,"AZN","NDB","Y","390","401","6.823","","'Amazon'  St. Joseph","MO","USA","na","EM29nv","39.8958","-94.875","25","","AB  AZ  BC  CA  CO  IA  IL  KS  MI  MN  MO  MS  MT  NC  NE  NJ  NS  NV  NY  OH  ON  OR  PA  TN  TX  VA  WI","309","1998-12-29","2026-05-22"
233,"OKS","NDB","Y","1000","1004","6.887","","Oshkosh","NE","USA","na","DN81tj","41.3958","-102.375","25","","AZ  AB  AZ  BC  CA  CO  IL  KS  MI  MN  MO  MT  NC  NE  NM  NS  NV  OH  ON  OR  PA  TN  TX  UT  WA  WI","373","1990-07-23","2026-06-20"
233,"VHN","NDB","Y","1020","1022","5.425","","Van Horn","TX","USA","na","DM71ob","31.0625","-104.792","25","!! Decom per NFDD 135 - 2 (07/17/2023) // 233 VHN - &quot;Van Horn&quot; &ndash; at Culberson County Arpt - Van Horn, TX /// U/S Permanently. !ABQ 11/174 VHN NAV NDB U/S 2211141605-PERM /// still transmitting as of 23 Jan 2026","AZ  AZ  CA  CO  IL  MO  NE  NM  NV  TX","110","2003-02-14","2026-02-21"
234,"7H","NDB","Y","","394","10.13","DAID","Marystown","NL","CAN","na","GN27id","47.1458","-55.2917","","Heard Oct 2025 // Presumed decom Nov 2, 2021","IL  NB  NH  NL  NS  ON  PA","20","2001-10-02","2025-11-07"
234,"RTL","Other","Y","","","","","Luxembourg","","FRA","eu","JN39dr","49.7292","6.2917","","49 43 49 N, 6 19 14 E  JN39dr","ON","11","2019-10-08","2020-12-10"
235,"NVG","NDB","Y","1021","1019","7.1","","Naveagantes (SC)","","BRA","sa","GG53qc","-26.8958","-48.625","100","","SCT  BRA  IL  NS","38","2001-02-17","2021-01-01"
235,"PJE","NDB","Y","977","977","10.2","DAID","St Eustatius","","ATN","ca","FK87ml","17.4792","-62.9583","","17 29 13 N / 062 59 30 W -- F. D. Roosevelt Airport  // added DAID to format as per Don T. Feb 28, 2021 //","IL  NS  OH  PA  TX","21","2019-12-06","2021-11-11"
235,"URB","NDB","Y","1033","1031","7.0","","Uberaba (MG)","","BRA","sa","GH60af","-19.7708","-47.9583","150","","BRA  IL  NC  NS  OH  TX","33","2001-02-17","2022-08-07"
236,"BW","NDB","Y","1020","1023","8.598","","'Noora' Bowling Green","KY","USA","na","EM36fv","36.8958","-93.5417","","","AZ  CO  FL  IL  IN  MI  MO  NC  NE  NH  NJ  NS  OH  ON  PA  TN  TX  WI","197","2006-12-04","2025-12-30"
237,"EZF","NDB","Y","987","1009","4.896","","'Shannon'  Fredericksburg","VA","USA","na","FM18gg","38.2708","-77.4583","25","","AZ  CO  FL  IA  IL  MA  MD  ME  MI  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  QC  SC  TN  TX  VA  VT  WI","423","1999-12-22","2026-05-23"
237,"YJI","NDB","Y","399","400","10.12","DAID","Broughton / Qikiqtarjuaq","NU","CAN","na","FP77xn","67.5625","-64.0417","1000","","DEU  DNK  ENG  FIN  FRA  HOL  ISL  LVA  NIR  NOR  RUS  SCT  SWE  BC  CA  GRL  IL  MI  MO  NC  NE  NH  NS  NY  OH  ON  OR  PA  TX","215","2001-05-03","2026-01-06"
238,"KT","NDB","Y","1022","1023","8.37","","Kaitaia","NI","NZL","oc","RF64ox","-35.0208","173.208","1100","","AT  NCL  NFK  NI  NW  PAQ  QD  SA  SI  TA  VI  WE  AZ  BC  CA  IL  OR  TX  WA  HI","786","2004-02-05","2025-10-30"
240,"BA","NDB","Y","1017","1015","8.56","","Blora","","INS","as","OI53ra","-6.9792","111.458","","","SNG  THA  SWE  NN  NW  QD  SA  TA  VI  WE  CA","62","2006-08-10","2025-05-24"
240,"CJ","NDB","Y","1045","1050","6.008","","'Calde'  Springfield","IL","USA","na","EM59et","39.8125","-89.625","","","AZ  CA  CO  IA  IL  IN  KS  MI  MN  MO  NC  NE  NH  NS  NV  NY  OH  ON  OR  PA  SC  TN  TX  VA  WI","295","1999-04-04","2026-02-12"
240,"LJS","NDB","Y","1029","1040","7.51","","Lages (SC)","","BRA","sa","GG42uf","-27.7708","-50.2917","400","","BRA  NS","24","2001-02-17","2021-02-20"
240,"TIR","NDB","Y","1037","1042","7.27","ID+3"" gap","Tirios (PA)","","BRA","sa","GJ22af","2.2292","-55.9583","","March 6, 2006 copied with slow CW with extended spaces between letters","DEU  ENG  ESP  FIN  FRA  HOL  ITA  SCT  SWE  BRA  AZ  CO  IL  MA  MI  NC  NH  NS  NY  OH  ON  PA  SC  TX","231","2006-03-06","2026-02-21"
